customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7687-3898,Female,0,Yes,No,17,Yes,Fiber optic,One year,No,Electronic check,114.72,1950.24,No
9117-8388,Male,0,No,Yes,71,Yes,DSL,One year,No,Credit card,74.49,5288.79,No
5120-5047,Male,0,No,Yes,39,Yes,DSL,One year,Yes,Electronic check,71.28,2779.92,No
5874-1813,Male,0,Yes,Yes,11,Yes,DSL,One year,Yes,Electronic check,20.43,224.73,Yes
9463-9121,Female,1,Yes,Yes,40,Yes,DSL,One year,Yes,Mailed check,49.45,1978,Yes
3218-5863,Female,0,No,Yes,5,No,No,One year,No,Bank transfer,35.66,178.3,No
7989-8014,Male,0,Yes,Yes,67,Yes,DSL,One year,Yes,Electronic check,75.88,5083.96,No
6971-5030,Male,0,No,Yes,70,Yes,No,One year,No,Mailed check,106.18,7432.6,Yes
5757-1110,Male,1,No,No,13,No,No,One year,No,Mailed check,94.25,1225.25,No
8899-6173,Female,0,No,No,33,Yes,No,Month-to-month,No,Mailed check,114.51,3778.83,No
2017-4698,Female,0,Yes,Yes,64,No,Fiber optic,Month-to-month,Yes,Electronic check,68.64,4392.96,No
8530-1660,Female,0,Yes,Yes,19,No,No,Two year,Yes,Mailed check,70.53,1340.07,No
9757-7815,Male,0,Yes,No,40,No,Fiber optic,One year,Yes,Bank transfer,68.35,2734,Yes
6853-2471,Male,0,No,Yes,1,No,Fiber optic,One year,Yes,Electronic check,97.07,97.07,No
6800-9337,Female,0,Yes,No,11,No,Fiber optic,One year,Yes,Bank transfer,23.63,259.93,No
2916-7526,Male,0,No,Yes,13,No,Fiber optic,One year,No,Credit card,85.57,1112.41,Yes
6107-2920,Male,1,No,Yes,7,No,DSL,Two year,Yes,Electronic check,90.25,631.75,Yes
1653-4908,Female,0,Yes,Yes,23,Yes,No,Month-to-month,Yes,Credit card,58.58,1347.34,Yes
7260-5628,Female,1,No,Yes,57,Yes,DSL,One year,No,Mailed check,79.59,4536.63,No
5319-1338,Female,0,Yes,Yes,44,No,DSL,Month-to-month,Yes,Mailed check,79.28,3488.32,No
2518-9861,Male,1,No,Yes,65,No,DSL,Two year,Yes,Electronic check,115.95,7536.75,No
6546-1770,Female,0,Yes,Yes,26,Yes,Fiber optic,One year,Yes,Electronic check,52.86,1374.36,Yes
3603-3404,Female,0,No,Yes,24,Yes,DSL,Two year,No,Electronic check,48.94,1174.56,No
1929-9713,Male,0,Yes,No,1,No,Fiber optic,One year,No,Bank transfer,49.03,49.03,No
7901-8961,Male,0,Yes,No,9,No,Fiber optic,Two year,Yes,Bank transfer,91.46,823.14,No
3258-7297,Female,1,Yes,No,24,Yes,Fiber optic,Two year,No,Electronic check,55.6,1334.4,No
1793-6417,Male,0,Yes,Yes,48,No,No,One year,Yes,Mailed check,108.87,5225.76,No
2437-8027,Male,1,Yes,Yes,51,No,DSL,One year,Yes,Bank transfer,24.31,1239.81,No
1472-3345,Female,0,Yes,Yes,28,Yes,No,Month-to-month,Yes,Electronic check,98.94,2770.32,Yes
7007-4789,Female,0,Yes,No,44,Yes,No,Month-to-month,No,Bank transfer,75.71,3331.24,No
5837-6270,Male,0,No,Yes,7,No,DSL,Month-to-month,No,Bank transfer,109.89,769.23,No
2483-3037,Female,0,Yes,Yes,41,No,No,Two year,No,Bank transfer,110.72,4539.52,No
3750-7078,Male,0,No,No,45,Yes,Fiber optic,One year,No,Credit card,116.07,5223.15,Yes
2680-7881,Male,0,No,No,7,No,No,One year,No,Electronic check,43,301,No
3147-4223,Male,0,No,Yes,58,Yes,Fiber optic,One year,Yes,Credit card,108.38,6286.04,No
2477-7933,Female,0,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,63.24,252.96,Yes
2229-4427,Female,0,No,No,7,No,No,One year,Yes,Bank transfer,32.64,228.48,No
6240-8660,Male,0,No,No,34,Yes,No,One year,No,Bank transfer,40.95,1392.3,No
7362-3016,Male,0,No,Yes,11,No,Fiber optic,Two year,No,Credit card,76.91,846.01,No
4043-4979,Male,0,No,No,34,No,Fiber optic,Two year,Yes,Bank transfer,87.29,2967.86,Yes
9009-4963,Female,1,Yes,No,32,Yes,No,Month-to-month,Yes,Mailed check,22.5,720,Yes
3185-6278,Male,0,Yes,No,28,Yes,DSL,Two year,No,Bank transfer,45.39,1270.92,No
3612-4667,Male,0,No,No,49,Yes,Fiber optic,Month-to-month,No,Credit card,110.01,5390.49,No
7935-4094,Female,0,Yes,Yes,31,Yes,DSL,Two year,Yes,Bank transfer,87.5,2712.5,Yes
8917-6429,Male,0,No,No,18,Yes,Fiber optic,One year,Yes,Mailed check,107.17,1929.06,Yes
2137-4305,Female,0,No,No,44,Yes,Fiber optic,Month-to-month,No,Bank transfer,62.77,2761.88,No
3466-3101,Male,0,Yes,Yes,51,No,DSL,Month-to-month,Yes,Mailed check,95.8,4885.8,Yes
8833-1463,Female,1,No,No,28,Yes,DSL,One year,Yes,Credit card,59.38,1662.64,No
5984-3216,Female,0,Yes,No,7,Yes,Fiber optic,Month-to-month,No,Bank transfer,36.61,256.27,Yes
8753-7010,Female,0,Yes,No,39,Yes,DSL,One year,No,Electronic check,86.19,3361.41,No
7632-4127,Male,1,No,No,18,No,No,Month-to-month,No,Mailed check,21.35,384.3,Yes
4422-2711,Female,1,No,No,10,No,No,One year,No,Bank transfer,78.31,783.1,No
4400-3341,Male,1,No,Yes,33,No,DSL,Two year,No,Bank transfer,21.39,705.87,No
9979-9743,Female,1,No,Yes,17,Yes,No,Month-to-month,No,Credit card,29.94,508.98,Yes
8379-8158,Male,0,No,No,72,No,DSL,One year,Yes,Electronic check,88.58,6377.76,Yes
9257-9055,Male,0,Yes,No,64,No,DSL,Two year,Yes,Bank transfer,58.97,3774.08,No
2262-4275,Male,0,Yes,Yes,58,No,DSL,One year,No,Electronic check,58.02,3365.16,Yes
7337-4158,Female,0,No,No,60,No,Fiber optic,Month-to-month,No,Credit card,87.3,5238,No
3169-1121,Male,0,No,Yes,26,No,DSL,Month-to-month,Yes,Mailed check,60.88,1582.88,Yes
9564-7530,Male,1,No,No,41,No,No,Two year,No,Bank transfer,52.39,2147.99,No
7331-9581,Female,0,No,No,46,Yes,DSL,One year,No,Credit card,46.91,2157.86,Yes
3521-3869,Female,0,No,Yes,38,Yes,Fiber optic,Month-to-month,No,Credit card,54.58,2074.04,Yes
9755-7976,Female,0,No,Yes,66,No,Fiber optic,Month-to-month,Yes,Mailed check,39.76,2624.16,Yes
5887-5387,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Credit card,39.01,234.06,No
5554-2133,Male,0,No,Yes,23,Yes,No,One year,Yes,Mailed check,22.98,528.54,No
3504-5402,Male,0,Yes,No,9,No,No,One year,No,Mailed check,102.39,921.51,No
7187-9063,Male,0,No,No,35,Yes,Fiber optic,One year,Yes,Credit card,40.06,1402.1,No
1017-3762,Female,0,No,No,29,No,No,Month-to-month,No,Electronic check,33.75,978.75,No
1287-8678,Female,0,Yes,Yes,30,Yes,Fiber optic,Two year,Yes,Bank transfer,71.02,2130.6,No
8541-6940,Male,0,Yes,Yes,30,Yes,No,Two year,No,Credit card,66.17,1985.1,No
3115-6242,Female,0,No,Yes,66,No,No,One year,Yes,Mailed check,20.36,1343.76,No
9988-7172,Female,0,Yes,No,21,Yes,No,Month-to-month,Yes,Credit card,23.05,484.05,No
7600-3978,Female,0,No,No,62,No,No,Month-to-month,Yes,Credit card,38.86,2409.32,Yes
6927-6568,Male,0,No,Yes,68,Yes,Fiber optic,Two year,Yes,Bank transfer,96.34,6551.12,No
9234-1441,Female,1,Yes,No,20,Yes,DSL,One year,Yes,Mailed check,84.07,1681.4,Yes
8340-1911,Male,0,Yes,No,8,Yes,No,One year,No,Bank transfer,105.55,844.4,No
9598-2268,Female,1,No,No,34,Yes,No,One year,No,Credit card,50.77,1726.18,No
5956-7055,Male,1,Yes,No,66,Yes,Fiber optic,Two year,Yes,Bank transfer,68.42,4515.72,Yes
3548-1276,Female,0,No,Yes,65,No,No,Two year,No,Credit card,40.13,2608.45,Yes
1456-6467,Female,1,Yes,Yes,31,No,No,Month-to-month,Yes,Electronic check,111.69,3462.39,No
1600-2940,Male,0,Yes,No,13,Yes,DSL,Two year,No,Electronic check,109.71,1426.23,No
4668-5503,Male,1,Yes,Yes,62,Yes,No,Two year,Yes,Credit card,74.22,4601.64,No
9496-4691,Female,0,No,Yes,32,No,DSL,One year,No,Bank transfer,65.1,2083.2,No
4572-2640,Male,0,No,No,2,No,Fiber optic,Month-to-month,Yes,Mailed check,102.31,204.62,Yes
4647-9463,Female,0,No,Yes,41,No,No,Month-to-month,No,Mailed check,83.08,3406.28,No
6055-8919,Female,0,No,Yes,40,No,No,Two year,Yes,Electronic check,115.24,4609.6,No
9746-2223,Male,0,Yes,Yes,42,Yes,DSL,One year,No,Electronic check,51.78,2174.76,No
5315-7750,Male,1,No,No,69,Yes,DSL,Month-to-month,No,Bank transfer,55,3795,No
6231-8860,Female,0,Yes,Yes,55,No,Fiber optic,Month-to-month,Yes,Credit card,41.36,2274.8,Yes
9340-7447,Male,1,Yes,Yes,46,No,Fiber optic,One year,Yes,Mailed check,84.93,3906.78,Yes
3868-5916,Male,0,Yes,Yes,43,No,No,Two year,No,Mailed check,117.6,5056.8,No
1392-8644,Male,1,No,Yes,71,No,No,Two year,No,Mailed check,77.14,5476.94,No
9925-5643,Male,0,No,No,61,No,Fiber optic,Month-to-month,Yes,Bank transfer,92.82,5662.02,Yes
2260-9415,Male,1,No,Yes,55,Yes,Fiber optic,Month-to-month,No,Electronic check,112.93,6211.15,No
5180-4332,Male,1,Yes,No,13,Yes,Fiber optic,One year,No,Credit card,88.51,1150.63,Yes
1469-3483,Female,1,No,Yes,17,Yes,No,One year,No,Mailed check,115.17,1957.89,No
7185-7807,Female,0,Yes,No,24,Yes,No,Month-to-month,No,Credit card,64.34,1544.16,Yes
1525-3202,Female,1,Yes,Yes,18,No,No,One year,Yes,Bank transfer,37.04,666.72,No
8999-6866,Male,0,Yes,No,70,Yes,DSL,Month-to-month,No,Credit card,74.27,5198.9,No
5813-1440,Male,0,No,No,10,No,DSL,Two year,No,Bank transfer,99.8,998,Yes
7175-1860,Male,0,Yes,No,9,No,Fiber optic,One year,No,Credit card,106.4,957.6,Yes
6832-3587,Male,1,Yes,No,17,No,DSL,Month-to-month,No,Credit card,107.58,1828.86,No
9971-6298,Male,1,No,No,34,Yes,Fiber optic,Two year,Yes,Electronic check,41.2,1400.8,No
9780-4746,Male,0,No,No,9,Yes,Fiber optic,One year,No,Credit card,67.15,604.35,Yes
7124-8900,Male,0,No,Yes,30,Yes,Fiber optic,One year,No,Credit card,91.66,2749.8,No
2040-3195,Female,0,Yes,No,12,Yes,Fiber optic,Two year,No,Credit card,77.79,933.48,No
9656-7127,Male,0,Yes,No,37,Yes,Fiber optic,One year,No,Credit card,29.29,1083.73,Yes
4749-8096,Male,0,Yes,No,32,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,29.03,928.96,Yes
9593-6244,Female,1,Yes,Yes,2,No,No,Month-to-month,No,Electronic check,24.44,48.88,No
4242-5004,Female,0,Yes,No,59,Yes,Fiber optic,Two year,Yes,Mailed check,104.65,6174.35,No
9228-8073,Male,0,No,Yes,26,Yes,Fiber optic,Month-to-month,Yes,Mailed check,39.13,1017.38,Yes
7614-7698,Female,0,Yes,No,18,Yes,Fiber optic,Two year,Yes,Electronic check,48.35,870.3,Yes
7953-5093,Female,0,Yes,No,10,No,Fiber optic,Two year,Yes,Electronic check,29.35,293.5,No
4017-3885,Male,0,Yes,Yes,18,No,DSL,Month-to-month,No,Mailed check,105.17,1893.06,No
9752-6025,Male,0,No,Yes,4,Yes,No,Two year,Yes,Electronic check,31.16,124.64,Yes
5164-6497,Male,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,No,Electronic check,98.07,2942.1,Yes
8253-8015,Female,0,No,Yes,28,No,DSL,Two year,No,Bank transfer,95.71,2679.88,No
8758-4973,Male,0,No,No,55,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,44.26,2434.3,No
7623-7077,Female,0,Yes,No,30,No,Fiber optic,Month-to-month,No,Mailed check,117.73,3531.9,No
8745-7053,Female,0,No,No,50,Yes,Fiber optic,Month-to-month,Yes,Credit card,60.82,3041,Yes
6538-4414,Male,0,No,No,21,No,Fiber optic,One year,No,Credit card,90.53,1901.13,No
2691-6550,Female,0,No,Yes,20,No,DSL,Two year,No,Credit card,110.53,2210.6,No
5695-7730,Female,0,Yes,No,54,Yes,No,Two year,Yes,Bank transfer,46.6,2516.4,No
4872-9951,Female,1,Yes,Yes,53,Yes,Fiber optic,Two year,Yes,Bank transfer,75.42,3997.26,No
9144-4411,Male,1,Yes,No,29,Yes,DSL,One year,Yes,Credit card,28.66,831.14,No
1312-3292,Female,0,No,Yes,61,Yes,DSL,Month-to-month,No,Credit card,99.82,6089.02,No
4013-6297,Female,0,Yes,Yes,17,Yes,Fiber optic,One year,Yes,Bank transfer,96.73,1644.41,No
5924-1185,Female,0,Yes,No,38,No,Fiber optic,Month-to-month,Yes,Electronic check,65.08,2473.04,No
7717-8397,Male,1,No,Yes,15,Yes,No,One year,No,Bank transfer,75.58,1133.7,Yes
6732-1451,Male,1,Yes,Yes,43,Yes,No,Month-to-month,Yes,Electronic check,113.68,4888.24,Yes
7869-8897,Male,1,Yes,No,5,Yes,DSL,Month-to-month,Yes,Bank transfer,115.26,576.3,Yes
4547-1617,Male,0,Yes,No,6,No,DSL,Two year,Yes,Electronic check,104.77,628.62,No
3646-1633,Male,0,Yes,Yes,52,Yes,Fiber optic,Two year,Yes,Electronic check,24.66,1282.32,Yes
4286-5224,Male,1,No,Yes,52,Yes,No,Month-to-month,Yes,Mailed check,48.61,2527.72,Yes
2575-8957,Female,0,No,Yes,8,Yes,Fiber optic,Month-to-month,Yes,Credit card,26.02,208.16,Yes
2601-6069,Male,0,No,Yes,11,No,Fiber optic,Month-to-month,Yes,Credit card,31.37,345.07,No
9742-8526,Male,0,No,No,1,Yes,No,Two year,Yes,Bank transfer,29.02,29.02,Yes
4072-2175,Female,0,Yes,No,10,Yes,Fiber optic,One year,No,Credit card,57.3,573,No
2949-6707,Male,0,Yes,No,39,Yes,No,One year,Yes,Bank transfer,36.59,1427.01,No
4039-7365,Female,0,Yes,Yes,11,No,DSL,One year,Yes,Credit card,78.49,863.39,No
6952-5636,Male,1,No,No,44,Yes,Fiber optic,Month-to-month,No,Bank transfer,107.56,4732.64,Yes
2736-6582,Female,0,No,No,67,No,Fiber optic,One year,No,Mailed check,116.15,7782.05,Yes
2415-8465,Female,1,No,No,27,No,Fiber optic,Two year,No,Mailed check,103.47,2793.69,Yes
1701-2359,Male,1,No,Yes,47,No,Fiber optic,Month-to-month,No,Credit card,105.65,4965.55,Yes
9387-8292,Female,0,Yes,Yes,1,No,No,Two year,No,Mailed check,45.55,45.55,No
8728-7678,Male,0,Yes,No,53,Yes,No,One year,Yes,Credit card,33.29,1764.37,Yes
5651-1215,Male,0,Yes,Yes,45,Yes,DSL,Month-to-month,Yes,Mailed check,37.74,1698.3,No
5390-8411,Female,1,No,Yes,68,Yes,Fiber optic,Two year,No,Electronic check,20.13,1368.84,Yes
8258-3385,Male,0,No,Yes,15,Yes,Fiber optic,Two year,Yes,Bank transfer,39.04,585.6,No
8608-9588,Male,0,Yes,No,38,Yes,No,Two year,No,Credit card,74.54,2832.52,Yes
6454-3068,Male,0,Yes,Yes,10,Yes,Fiber optic,Month-to-month,No,Bank transfer,43.77,437.7,Yes
4658-1369,Male,0,No,No,72,No,Fiber optic,One year,Yes,Electronic check,37.18,2676.96,No
8284-5105,Female,0,No,No,72,Yes,No,Month-to-month,No,Electronic check,85.43,6150.96,Yes
5558-4056,Male,1,Yes,No,43,No,Fiber optic,One year,No,Bank transfer,88.39,3800.77,Yes
7365-6432,Male,1,No,Yes,39,No,DSL,Two year,No,Electronic check,56.97,2221.83,No
7789-2527,Female,1,Yes,Yes,58,No,Fiber optic,One year,Yes,Electronic check,59.11,3428.38,Yes
7528-3633,Male,1,Yes,No,71,Yes,DSL,One year,Yes,Electronic check,70.18,4982.78,Yes
3307-5104,Female,0,No,No,59,No,DSL,One year,Yes,Bank transfer,86.18,5084.62,No
5040-7526,Male,0,No,Yes,5,No,DSL,One year,Yes,Bank transfer,30.84,154.2,No
7206-1244,Male,0,No,No,59,No,No,Month-to-month,No,Mailed check,101.74,6002.66,No
5769-6879,Male,0,Yes,No,58,Yes,DSL,Month-to-month,Yes,Mailed check,80.82,4687.56,Yes
3290-8128,Male,0,Yes,No,69,Yes,No,One year,Yes,Electronic check,47.39,3269.91,No
2425-7672,Female,0,Yes,No,21,Yes,Fiber optic,One year,Yes,Mailed check,101.26,2126.46,Yes
7491-4625,Female,0,Yes,No,31,Yes,Fiber optic,One year,Yes,Credit card,104.13,3228.03,No
6870-1124,Male,0,Yes,Yes,16,Yes,No,Month-to-month,Yes,Bank transfer,72.1,1153.6,No
9018-8982,Male,0,Yes,No,13,Yes,DSL,Two year,Yes,Mailed check,40.74,529.62,No
6578-7169,Male,0,Yes,Yes,3,Yes,No,Two year,No,Credit card,29.75,89.25,Yes
6638-4558,Female,1,Yes,No,46,No,DSL,Two year,No,Mailed check,42.24,1943.04,No
5717-5015,Male,0,Yes,No,60,No,No,Month-to-month,No,Bank transfer,56.93,3415.8,Yes
8010-7893,Female,0,Yes,No,46,Yes,No,Two year,Yes,Electronic check,85.67,3940.82,No
2417-6261,Female,0,Yes,No,23,No,No,One year,Yes,Mailed check,22.6,519.8,No
8238-1393,Female,0,No,Yes,8,Yes,DSL,Month-to-month,Yes,Electronic check,58.3,466.4,Yes
3544-2173,Female,1,No,Yes,43,Yes,DSL,Month-to-month,Yes,Credit card,32.06,1378.58,Yes
4154-1353,Male,1,No,No,54,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,102.89,5556.06,No
3346-5254,Male,0,Yes,No,44,Yes,No,Two year,Yes,Mailed check,88.9,3911.6,Yes
9141-7762,Female,0,No,No,27,Yes,Fiber optic,Two year,No,Electronic check,68.11,1838.97,No
7354-6785,Female,0,No,Yes,68,Yes,DSL,Month-to-month,Yes,Bank transfer,85.4,5807.2,Yes
5581-6176,Male,1,No,No,24,No,Fiber optic,Month-to-month,No,Electronic check,98.94,2374.56,Yes
5808-7977,Female,0,Yes,No,47,No,Fiber optic,One year,No,Credit card,45.5,2138.5,No
3123-7861,Male,0,No,No,48,Yes,DSL,One year,No,Mailed check,50.86,2441.28,No
4791-6235,Female,1,No,Yes,19,Yes,Fiber optic,Month-to-month,No,Credit card,89.67,1703.73,Yes
7082-1071,Male,1,Yes,No,35,Yes,DSL,Month-to-month,Yes,Bank transfer,62.83,2199.05,No
8596-3243,Male,0,Yes,No,64,No,No,Two year,Yes,Bank transfer,109.25,6992,No
3359-4981,Female,0,No,Yes,59,Yes,DSL,Month-to-month,Yes,Electronic check,48.68,2872.12,No
1192-7478,Male,1,Yes,Yes,35,No,DSL,Two year,No,Credit card,59.22,2072.7,No
3482-1443,Male,1,Yes,Yes,67,No,DSL,Month-to-month,Yes,Electronic check,116.87,7830.29,No
7242-1375,Male,0,No,Yes,50,No,No,Month-to-month,Yes,Mailed check,61.44,3072,No
3180-1393,Male,1,No,Yes,27,No,DSL,One year,No,Bank transfer,107.28,2896.56,No
7130-1817,Female,1,No,Yes,15,Yes,DSL,One year,No,Electronic check,108.99,1634.85,No
9583-9348,Male,0,Yes,No,38,No,DSL,One year,No,Electronic check,73.01,2774.38,Yes
9338-6569,Male,0,No,Yes,8,No,DSL,One year,Yes,Electronic check,54.16,433.28,No
9285-1818,Male,0,No,Yes,67,Yes,Fiber optic,Two year,Yes,Credit card,50.41,3377.47,No
9993-5296,Male,0,Yes,Yes,52,No,Fiber optic,One year,No,Electronic check,67.73,3521.96,No
2748-6993,Male,0,Yes,Yes,60,Yes,Fiber optic,Two year,Yes,Credit card,88.77,5326.2,No
2075-8806,Female,1,No,Yes,11,No,Fiber optic,One year,No,Mailed check,85.07,935.77,Yes
6697-7913,Male,0,Yes,No,69,Yes,Fiber optic,Month-to-month,No,Bank transfer,83.08,5732.52,Yes
3326-2544,Female,1,Yes,No,32,No,DSL,Month-to-month,Yes,Bank transfer,35.6,1139.2,Yes
4408-1070,Female,1,No,Yes,9,No,No,One year,No,Credit card,73.71,663.39,No
4636-5178,Male,0,Yes,No,27,Yes,Fiber optic,Month-to-month,No,Credit card,62.14,1677.78,Yes
1072-9918,Female,0,No,Yes,22,No,DSL,Two year,No,Bank transfer,61.79,1359.38,No
8686-8469,Female,0,Yes,No,17,Yes,No,One year,Yes,Mailed check,113.11,1922.87,No
2007-1141,Male,0,No,Yes,41,Yes,No,Two year,No,Credit card,39.45,1617.45,No
4548-1849,Female,0,Yes,Yes,7,Yes,No,One year,Yes,Mailed check,48.93,342.51,No
8118-6732,Female,1,No,No,13,No,DSL,Two year,No,Electronic check,56.87,739.31,No
1263-1286,Female,1,No,No,38,Yes,No,Two year,No,Mailed check,39.09,1485.42,No
3986-3083,Female,0,Yes,No,18,No,No,Two year,No,Mailed check,96.47,1736.46,No
2868-6481,Male,0,No,Yes,2,No,DSL,One year,No,Credit card,85.83,171.66,No
1535-3204,Female,0,Yes,No,5,Yes,DSL,Month-to-month,No,Mailed check,61.07,305.35,Yes
4391-6868,Female,0,Yes,No,60,No,No,One year,Yes,Mailed check,51.23,3073.8,No
9279-7769,Female,0,Yes,Yes,37,No,Fiber optic,Two year,Yes,Bank transfer,57.67,2133.79,No
9494-3326,Female,0,Yes,Yes,3,Yes,DSL,One year,Yes,Credit card,61.48,184.44,Yes
3314-1340,Female,1,No,No,22,No,No,Month-to-month,No,Electronic check,23.86,524.92,Yes
9118-2876,Female,0,Yes,No,49,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,47.42,2323.58,No
4289-1210,Female,0,Yes,Yes,31,No,Fiber optic,Two year,Yes,Credit card,78.63,2437.53,No
6074-9711,Male,0,Yes,Yes,7,Yes,DSL,Two year,No,Electronic check,91.26,638.82,No
5300-4614,Male,0,Yes,No,36,Yes,Fiber optic,Two year,Yes,Electronic check,80.92,2913.12,Yes
8030-9518,Female,1,No,Yes,32,No,Fiber optic,Month-to-month,Yes,Electronic check,33.75,1080,Yes
2446-1595,Male,0,No,No,33,No,DSL,One year,Yes,Electronic check,117.36,3872.88,No
3044-6053,Female,0,Yes,Yes,56,No,DSL,Two year,No,Bank transfer,115.92,6491.52,Yes
2610-9340,Male,1,Yes,No,53,No,No,Month-to-month,Yes,Credit card,99.6,5278.8,Yes
7496-3645,Female,1,No,Yes,68,Yes,Fiber optic,Month-to-month,No,Bank transfer,22.41,1523.88,No
8332-7505,Female,1,Yes,Yes,24,No,Fiber optic,One year,No,Electronic check,75.85,1820.4,No
6299-6593,Male,1,No,Yes,24,Yes,Fiber optic,One year,Yes,Bank transfer,75.43,1810.32,Yes
7051-9719,Female,1,No,Yes,56,No,No,One year,No,Bank transfer,22.44,1256.64,No
2146-3278,Male,0,Yes,Yes,38,Yes,Fiber optic,Month-to-month,No,Bank transfer,67.32,2558.16,Yes
6915-1714,Female,1,No,Yes,69,No,DSL,Two year,Yes,Bank transfer,71.51,4934.19,Yes
1272-3314,Male,0,No,No,24,No,No,One year,No,Credit card,117.26,2814.24,No
5509-3800,Male,0,Yes,Yes,20,No,No,Month-to-month,Yes,Credit card,101.89,2037.8,Yes
1256-7298,Male,1,No,Yes,24,Yes,DSL,Month-to-month,No,Mailed check,100.44,2410.56,No
5252-8392,Male,0,Yes,No,26,Yes,DSL,One year,Yes,Credit card,83.82,2179.32,No
7020-7684,Female,0,No,No,4,No,Fiber optic,Two year,Yes,Bank transfer,49.9,199.6,No
6411-2074,Female,0,Yes,No,70,No,DSL,One year,No,Bank transfer,112.09,7846.3,No
4746-6786,Female,1,No,No,46,Yes,No,Two year,No,Mailed check,97.08,4465.68,No
8548-8745,Female,0,No,No,28,No,Fiber optic,One year,No,Mailed check,35.12,983.36,No
8055-6524,Female,1,Yes,No,32,Yes,No,One year,Yes,Bank transfer,49.48,1583.36,No
3706-1134,Male,0,Yes,No,41,Yes,Fiber optic,Two year,Yes,Mailed check,72.14,2957.74,No
3324-6156,Male,1,Yes,No,23,Yes,No,Month-to-month,No,Credit card,42.27,972.21,No
6805-1629,Female,0,Yes,Yes,72,Yes,DSL,One year,Yes,Bank transfer,74.79,5384.88,No
3281-8602,Male,0,No,No,3,Yes,No,Month-to-month,No,Mailed check,53.65,160.95,No
1478-5501,Female,0,Yes,No,43,Yes,DSL,Two year,Yes,Electronic check,33.94,1459.42,No
6635-2818,Male,1,No,Yes,59,No,DSL,Two year,No,Credit card,108.8,6419.2,No
5252-8067,Male,0,No,Yes,68,Yes,No,Two year,No,Bank transfer,48.67,3309.56,No
4603-8434,Male,0,Yes,No,13,Yes,Fiber optic,Two year,No,Bank transfer,101.22,1315.86,No
3300-2423,Male,1,Yes,No,24,Yes,Fiber optic,One year,Yes,Mailed check,63.34,1520.16,No
2941-9374,Female,1,No,No,22,No,Fiber optic,Month-to-month,Yes,Credit card,22.82,502.04,Yes
4848-6505,Female,1,Yes,Yes,8,No,No,Month-to-month,Yes,Credit card,43.57,348.56,No
7861-8220,Male,1,No,Yes,40,No,DSL,Two year,No,Mailed check,109.93,4397.2,Yes
2481-5780,Male,0,Yes,Yes,36,Yes,No,Two year,Yes,Bank transfer,69.2,2491.2,No
4891-2754,Male,0,Yes,No,32,No,Fiber optic,One year,Yes,Mailed check,74.19,2374.08,No
6426-5797,Male,0,Yes,No,47,No,Fiber optic,One year,No,Mailed check,79.43,3733.21,Yes
2385-1624,Male,0,No,Yes,11,Yes,No,One year,Yes,Credit card,106.53,1171.83,No
3072-7386,Male,1,No,Yes,14,No,DSL,One year,Yes,Electronic check,112.97,1581.58,No
3549-3567,Female,0,No,Yes,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.65,1924.65,Yes
1440-6881,Male,0,No,Yes,42,No,DSL,Two year,No,Credit card,96.25,4042.5,Yes
5491-6206,Male,1,No,Yes,57,No,Fiber optic,Two year,Yes,Bank transfer,104.61,5962.77,Yes
4490-6073,Male,0,Yes,Yes,17,No,No,Two year,Yes,Credit card,74.39,1264.63,Yes
1139-4370,Female,0,Yes,No,65,No,Fiber optic,One year,Yes,Mailed check,83.56,5431.4,Yes
2577-1731,Female,1,No,No,39,Yes,No,Two year,Yes,Mailed check,97.3,3794.7,No
2647-9937,Male,0,Yes,No,23,Yes,DSL,One year,Yes,Mailed check,43.97,1011.31,No
4227-2258,Female,0,Yes,Yes,13,Yes,No,Two year,Yes,Bank transfer,98.02,1274.26,No
1206-8632,Female,0,No,Yes,54,Yes,DSL,Two year,Yes,Credit card,117.06,6321.24,No
2633-1825,Female,1,No,No,24,Yes,DSL,Month-to-month,No,Mailed check,27.92,670.08,No
6253-2707,Female,0,No,Yes,56,Yes,Fiber optic,Two year,No,Electronic check,97.86,5480.16,No
5252-6953,Male,0,No,Yes,68,No,DSL,Month-to-month,Yes,Bank transfer,98.26,6681.68,Yes
8195-8309,Female,1,Yes,No,45,No,Fiber optic,Month-to-month,Yes,Credit card,61.92,2786.4,Yes
8219-9911,Male,1,Yes,No,31,No,Fiber optic,Month-to-month,Yes,Credit card,94.96,2943.76,Yes
1762-3717,Male,0,No,No,64,Yes,Fiber optic,Month-to-month,Yes,Credit card,93.25,5968,No
4578-1013,Male,0,No,No,9,No,Fiber optic,One year,No,Mailed check,68.44,615.96,Yes
4715-2846,Female,0,Yes,No,54,Yes,No,One year,Yes,Electronic check,56.71,3062.34,No
